"device_id","max_apps_per_event","min_apps_per_event","avg_apps_per_event","max_active_per_event","min_active_per_event","avg_active_per_event","avg_active_pct"
177862521560690082,NA,NA,NA,NA,NA,NA,NA
-7656763857382994828,NA,NA,NA,NA,NA,NA,NA
-4853711190831052408,NA,NA,NA,NA,NA,NA,NA
5622942006586017142,NA,NA,NA,NA,NA,NA,NA
-452130065537925316,NA,NA,NA,NA,NA,NA,NA
-1007591770267389703,NA,NA,NA,NA,NA,NA,NA
2355191702260027033,NA,NA,NA,NA,NA,NA,NA
-8496735324694871128,NA,NA,NA,NA,NA,NA,NA
-4414011540095188512,NA,NA,NA,NA,NA,NA,NA
-743212335205990725,NA,NA,NA,NA,NA,NA,NA
-1720849450176816991,NA,NA,NA,NA,NA,NA,NA
-120049225727414612,NA,NA,NA,NA,NA,NA,NA
-1396738232724459507,NA,NA,NA,NA,NA,NA,NA
-7839623847849367982,NA,NA,NA,NA,NA,NA,NA
3569485287668900310,NA,NA,NA,NA,NA,NA,NA
-5202437245788200371,NA,NA,NA,NA,NA,NA,NA
-8671478553018257992,NA,NA,NA,NA,NA,NA,NA
-7519948421356588335,NA,NA,NA,NA,NA,NA,NA
8029968699370169969,NA,NA,NA,NA,NA,NA,NA
2063089772965193476,NA,NA,NA,NA,NA,NA,NA
-841008111889282240,NA,NA,NA,NA,NA,NA,NA
-8076087639492063270,NA,NA,NA,NA,NA,NA,NA
-2897161552818060146,NA,NA,NA,NA,NA,NA,NA
-4938849341048082022,NA,NA,NA,NA,NA,NA,NA
245133531816851882,NA,NA,NA,NA,NA,NA,NA
-1297074871525174196,NA,NA,NA,NA,NA,NA,NA
236877999787307864,NA,NA,NA,NA,NA,NA,NA
-8098239495777311881,NA,NA,NA,NA,NA,NA,NA
176515041953473526,NA,NA,NA,NA,NA,NA,NA
1596610250680140042,NA,NA,NA,NA,NA,NA,NA
9032155484127182494,NA,NA,NA,NA,NA,NA,NA
2478205222798310601,NA,NA,NA,NA,NA,NA,NA
-7605360767281960867,NA,NA,NA,NA,NA,NA,NA
4380872794486415327,NA,NA,NA,NA,NA,NA,NA
-1039701474753771322,NA,NA,NA,NA,NA,NA,NA
6287938418661076759,NA,NA,NA,NA,NA,NA,NA
-6029676723224952628,NA,NA,NA,NA,NA,NA,NA
1118970699362079126,NA,NA,NA,NA,NA,NA,NA
-9216966316587614491,NA,NA,NA,NA,NA,NA,NA
-4913644674161904021,NA,NA,NA,NA,NA,NA,NA
2313145512701915151,NA,NA,NA,NA,NA,NA,NA
4309468945717577632,NA,NA,NA,NA,NA,NA,NA
-4547337748907986143,NA,NA,NA,NA,NA,NA,NA
-7303294878482532208,NA,NA,NA,NA,NA,NA,NA
7630241409816671260,NA,NA,NA,NA,NA,NA,NA
7106922851105968241,NA,NA,NA,NA,NA,NA,NA
-5825546292084395293,NA,NA,NA,NA,NA,NA,NA
5886404762741543631,NA,NA,NA,NA,NA,NA,NA
3549658489155683094,NA,NA,NA,NA,NA,NA,NA
-7360652256644378412,NA,NA,NA,NA,NA,NA,NA
-3207654344601946580,NA,NA,NA,NA,NA,NA,NA
3014072209520807550,NA,NA,NA,NA,NA,NA,NA
-2871140782885206484,NA,NA,NA,NA,NA,NA,NA
-5070177130701218827,NA,NA,NA,NA,NA,NA,NA
-1539979963116391306,NA,NA,NA,NA,NA,NA,NA
-5349338524207284103,NA,NA,NA,NA,NA,NA,NA
-147287084274333707,NA,NA,NA,NA,NA,NA,NA
-5712152567169524766,NA,NA,NA,NA,NA,NA,NA
-3305321723886863103,NA,NA,NA,NA,NA,NA,NA
-800851341622326751,NA,NA,NA,NA,NA,NA,NA
6870382681059864892,NA,NA,NA,NA,NA,NA,NA
6677393742805480020,NA,NA,NA,NA,NA,NA,NA
1865480732945072123,NA,NA,NA,NA,NA,NA,NA
336916678843446187,NA,NA,NA,NA,NA,NA,NA
670584488453511085,NA,NA,NA,NA,NA,NA,NA
5874501925603975585,NA,NA,NA,NA,NA,NA,NA
-7058264257379185672,NA,NA,NA,NA,NA,NA,NA
-7731743086143077949,NA,NA,NA,NA,NA,NA,NA
-1457089681368225820,NA,NA,NA,NA,NA,NA,NA
3098621662950438701,NA,NA,NA,NA,NA,NA,NA
-3563791052716940236,NA,NA,NA,NA,NA,NA,NA
-5348866880284858420,NA,NA,NA,NA,NA,NA,NA
-4180524547237520433,NA,NA,NA,NA,NA,NA,NA
-6290480893520011063,NA,NA,NA,NA,NA,NA,NA
6223951438363242934,NA,NA,NA,NA,NA,NA,NA
-4370696809239943432,NA,NA,NA,NA,NA,NA,NA
-6552729385743211,NA,NA,NA,NA,NA,NA,NA
5938577683122528158,NA,NA,NA,NA,NA,NA,NA
-3235628390898753137,NA,NA,NA,NA,NA,NA,NA
-4144208717804687615,NA,NA,NA,NA,NA,NA,NA
8844957623159520450,NA,NA,NA,NA,NA,NA,NA
-6785797459639810711,NA,NA,NA,NA,NA,NA,NA
-8080952034040064218,NA,NA,NA,NA,NA,NA,NA
-7789505157081731608,NA,NA,NA,NA,NA,NA,NA
8240579676061663826,NA,NA,NA,NA,NA,NA,NA
-8140024683963050427,NA,NA,NA,NA,NA,NA,NA
-360168846769617446,NA,NA,NA,NA,NA,NA,NA
4049342567374065020,NA,NA,NA,NA,NA,NA,NA
5660846220747791709,NA,NA,NA,NA,NA,NA,NA
-4924030293291439654,NA,NA,NA,NA,NA,NA,NA
1676196645503737870,NA,NA,NA,NA,NA,NA,NA
-6571452454273901516,NA,NA,NA,NA,NA,NA,NA
-2056729718209154009,NA,NA,NA,NA,NA,NA,NA
404958689637790744,NA,NA,NA,NA,NA,NA,NA
5446913796434345063,NA,NA,NA,NA,NA,NA,NA
-3859751359584472885,NA,NA,NA,NA,NA,NA,NA
5662094349477792975,NA,NA,NA,NA,NA,NA,NA
-4650666927489443566,NA,NA,NA,NA,NA,NA,NA
-8266281880829904174,NA,NA,NA,NA,NA,NA,NA
7326636766251173655,NA,NA,NA,NA,NA,NA,NA
-4144445179725470192,NA,NA,NA,NA,NA,NA,NA
8907764229603533579,NA,NA,NA,NA,NA,NA,NA
-5261054643656080753,NA,NA,NA,NA,NA,NA,NA
3819716873588642183,NA,NA,NA,NA,NA,NA,NA
4650021665055865662,NA,NA,NA,NA,NA,NA,NA
-5441393164079058849,NA,NA,NA,NA,NA,NA,NA
-8582139297114165642,NA,NA,NA,NA,NA,NA,NA
7761134629352961054,NA,NA,NA,NA,NA,NA,NA
6927671656924395665,NA,NA,NA,NA,NA,NA,NA
5984369821078450685,NA,NA,NA,NA,NA,NA,NA
2959524852145775517,NA,NA,NA,NA,NA,NA,NA
-2114716321141097556,NA,NA,NA,NA,NA,NA,NA
699478504411407472,NA,NA,NA,NA,NA,NA,NA
-1872001393673636989,NA,NA,NA,NA,NA,NA,NA
-4872982505937593114,NA,NA,NA,NA,NA,NA,NA
-4430857349056469253,NA,NA,NA,NA,NA,NA,NA
-5340398384027830118,NA,NA,NA,NA,NA,NA,NA
1704840088089510706,NA,NA,NA,NA,NA,NA,NA
-4246359349357769983,NA,NA,NA,NA,NA,NA,NA
-8165550889984892199,NA,NA,NA,NA,NA,NA,NA
4297455138616652485,NA,NA,NA,NA,NA,NA,NA
-1747655920783302206,NA,NA,NA,NA,NA,NA,NA
2275434704754261644,NA,NA,NA,NA,NA,NA,NA
3752341244715056358,NA,NA,NA,NA,NA,NA,NA
-5638884600299366389,NA,NA,NA,NA,NA,NA,NA
4816687632811889210,NA,NA,NA,NA,NA,NA,NA
593669313143296408,NA,NA,NA,NA,NA,NA,NA
248228453883119456,NA,NA,NA,NA,NA,NA,NA
8561987004157629214,NA,NA,NA,NA,NA,NA,NA
-448645680703615976,NA,NA,NA,NA,NA,NA,NA
-8887145707214349266,NA,NA,NA,NA,NA,NA,NA
-7154614355022595143,NA,NA,NA,NA,NA,NA,NA
-5352494765561872354,NA,NA,NA,NA,NA,NA,NA
6203757811505041868,NA,NA,NA,NA,NA,NA,NA
8213642428559590445,NA,NA,NA,NA,NA,NA,NA
7222366654900852519,NA,NA,NA,NA,NA,NA,NA
8369299031756452885,NA,NA,NA,NA,NA,NA,NA
-2489556190686427591,NA,NA,NA,NA,NA,NA,NA
-3274254800053988869,NA,NA,NA,NA,NA,NA,NA
-8344622686419295900,NA,NA,NA,NA,NA,NA,NA
6709821453224441026,NA,NA,NA,NA,NA,NA,NA
6021983857045701513,NA,NA,NA,NA,NA,NA,NA
-6494821234293367565,NA,NA,NA,NA,NA,NA,NA
8749724299667578438,NA,NA,NA,NA,NA,NA,NA
-3113143023563671753,NA,NA,NA,NA,NA,NA,NA
-5028220390242257416,NA,NA,NA,NA,NA,NA,NA
-3794473641159391327,NA,NA,NA,NA,NA,NA,NA
-4917609465027922615,NA,NA,NA,NA,NA,NA,NA
-4917418725007279484,NA,NA,NA,NA,NA,NA,NA
6439649945388461116,NA,NA,NA,NA,NA,NA,NA
-7348867500610951647,NA,NA,NA,NA,NA,NA,NA
-8163914028422841035,NA,NA,NA,NA,NA,NA,NA
1603640831768213530,NA,NA,NA,NA,NA,NA,NA
-8003284722005509153,NA,NA,NA,NA,NA,NA,NA
-5203038592600087183,NA,NA,NA,NA,NA,NA,NA
-4810626615146220634,NA,NA,NA,NA,NA,NA,NA
8862410784192965428,NA,NA,NA,NA,NA,NA,NA
2939637043564785302,NA,NA,NA,NA,NA,NA,NA
8753601250612921480,NA,NA,NA,NA,NA,NA,NA
-5116656739499156887,NA,NA,NA,NA,NA,NA,NA
-7646353414568593628,NA,NA,NA,NA,NA,NA,NA
-4996365611575224625,NA,NA,NA,NA,NA,NA,NA
6206722327442379463,NA,NA,NA,NA,NA,NA,NA
4366005122372201003,NA,NA,NA,NA,NA,NA,NA
1386963267590573431,NA,NA,NA,NA,NA,NA,NA
-7865367115690889902,NA,NA,NA,NA,NA,NA,NA
-1858006844990046411,NA,NA,NA,NA,NA,NA,NA
-3228486232941564156,NA,NA,NA,NA,NA,NA,NA
-5602557068543221619,NA,NA,NA,NA,NA,NA,NA
7790659424525077194,NA,NA,NA,NA,NA,NA,NA
8920285886738674998,NA,NA,NA,NA,NA,NA,NA
-4852607865204248032,NA,NA,NA,NA,NA,NA,NA
-2426517319208539667,NA,NA,NA,NA,NA,NA,NA
-8249736197215467956,NA,NA,NA,NA,NA,NA,NA
2270921318416256658,NA,NA,NA,NA,NA,NA,NA
9138019064415706007,NA,NA,NA,NA,NA,NA,NA
2978253634008558593,NA,NA,NA,NA,NA,NA,NA
8061585136093547923,NA,NA,NA,NA,NA,NA,NA
-6984491404817354437,64,10,32.7263157894737,26,10,16.6526315789474,0.729851249130171
6401864917272734079,24,5,14.6296296296296,9,5,7.07407407407407,0.659940502331807
6895504244645409122,61,7,15.2155172413793,15,7,11.5862068965517,0.938676230604084
-6397136450918115978,80,2,13.6511627906977,2,2,2,0.85266043567854
-3859421293813363623,77,11,25.8264462809917,32,11,19.5619834710744,0.917166922321337
6130118150534832946,34,4,17.3176470588235,17,4,11.1058823529412,0.805399766686043
6352067998666467520,20,8,14,12,8,10.1818181818182,0.805263157894737
4115241805900946855,82,10,65.55,14,7,10.4,0.242273839858564
3741235090721051699,19,8,14.4129353233831,19,8,14.1691542288557,0.986418098704962
-7882183570062087941,55,1,10.8535031847134,1,0,0.987261146496815,0.812317605347289
6249623424395853988,87,2,24.3928571428571,2,1,1.96428571428571,0.73797691891512
-3833675858464322823,20,1,15.7380952380952,19,1,14.5952380952381,0.933739065801759
3209346871621690086,26,2,5.91304347826087,2,2,2,0.840301003344482
591340737194606714,33,4,13.5454545454545,13,4,6.72727272727273,0.787048453745668
-5189881483734033534,13,10,11.0487012987013,12,6,9.52272727272727,0.86191157327521
3190702475320666496,23,7,11.7916666666667,14,7,9.8125,0.911237765857331
-7848689254151869059,38,1,8.72727272727273,1,1,1,0.793547135652399
3730780206241230850,37,11,23.5,21,11,16.5,0.79905773611656
3040251223252735640,28,7,18.2777777777778,14,5,10.3888888888889,0.704760774205219
1394976274319147432,48,45,45.6666666666667,2,2,2,0.0438204508856683
-585624601543378674,51,4,23.7333333333333,8,4,5.33333333333333,0.592791270908918
-6172762066681952094,53,4,11.5833333333333,13,4,8.54761904761905,0.941802301472113
-1516688507910543815,29,4,9.47619047619048,9,4,5.39285714285714,0.852708666234939
-754860081963222510,14,4,9.93069306930693,14,4,9.51485148514852,0.967966851630218
6354951364862886829,63,12,39.8545454545455,35,3,23.9090909090909,0.722893851908883
-1279883160764317574,52,6,28.8666666666667,13,4,8.46666666666667,0.596699520833975
8158111403422961230,20,20,20,9,7,8,0.4
-1319995297521489561,34,6,12.5438596491228,15,6,9.28070175438597,0.901021632736029
5973319239886062800,44,18,30.1428571428571,24,18,19.8571428571429,0.760786555637054
-8428853393823283356,36,1,22.2121212121212,3,1,1.90909090909091,0.425744843391902
6123790560434642813,43,8,19.5479452054795,22,8,15.4383561643836,0.902562235470805
-3777557558433621597,37,37,37,2,2,2,0.0540540540540541
3141753394038535319,20,14,17.4615384615385,19,13,15.5384615384615,0.892084755629647
4156261305872406545,45,2,27.6923076923077,2,1,1.92307692307692,0.204940620541966
-2228254430766274172,23,6,14.4,16,6,12.7142857142857,0.923884810841333
-8965149070623644235,75,1,32.3809523809524,2,1,1.0952380952381,0.578472758472758
-7319671561866655769,69,11,48.6,15,7,11.1333333333333,0.438159365033435
-1547860181818787117,24,8,18.75,14,7,10,0.591860766045549
8026504930081700361,31,31,31,2,2,2,0.0645161290322581
-6330378243113796645,62,62,62,15,15,15,0.241935483870968
-1173303210238773591,20,6,12.4166666666667,8,6,6.66666666666667,0.65462962962963
532288104671605469,45,2,36.6,2,2,2,0.198914325984093
-7464543035045993775,113,13,100.48,23,7,12.8,0.219048672566372
-6711641544479668924,144,2,56.7777777777778,2,2,2,0.616555664384303
8959051876803738252,71,1,54.7142857142857,1,1,1,0.225644187706886
-6083834394280548453,28,25,26.25,12,8,10,0.379835164835165
-8018890275127066945,35,13,25.8888888888889,20,13,17.3888888888889,0.754064454064454
6651982779144111477,26,23,24.6666666666667,9,6,7.66666666666667,0.309781679672984
2346793034696706898,14,7,11.0833333333333,8,6,7.25,0.717490842490842
-1451022929123789871,22,22,22,2,2,2,0.0909090909090909
3493988831547441804,43,6,30.3333333333333,8,6,6.66666666666667,0.44296788482835
7477216237379271436,29,26,27,15,11,12.3333333333333,0.45446507515473
-7216269352973401877,19,16,17.8571428571429,16,7,13.9642857142857,0.780483684701951
-8326943995962779107,35,35,35,2,2,2,0.0571428571428571
-5767897784683311805,1,1,1,1,1,1,1
-6220210354783429585,34,31,33.3333333333333,23,16,19.1111111111111,0.573441163692587
4142956234059879708,45,45,45,4,4,4,0.0888888888888889
-532129606950453802,48,2,32.2,2,1,1.93333333333333,0.360106382978723
-642487135754298576,56,1,46.4285714285714,2,1,1.57142857142857,0.169522525991529
861558670094675270,40,7,19.875,9,7,8.125,0.582807274247492
6844576943777316578,42,5,25.1,8,4,5.8,0.477794655557813
4922799967163614958,49,5,27.4285714285714,14,5,8.5,0.597143132835708
1002079943728939269,38,2,32.4285714285714,2,2,2,0.18857955700061
-4928859128764485491,33,10,25,11,10,10.3333333333333,0.548926767676768
6690842260171361156,20,6,13,6,3,4.5,0.575
1508636020748379883,24,16,21.8,16,11,12.8,0.61304347826087
3444770318780911055,49,1,29.9333333333333,2,1,1.73333333333333,0.421825396825397
-8814894008528614197,29,29,29,2,2,2,0.0689655172413793
-9043089470618108098,39,39,39,5,4,4.5,0.115384615384615
2245330978838477229,48,1,32.2222222222222,2,1,1.55555555555556,0.354314420803783
-7516440352534368031,44,44,44,9,9,9,0.204545454545455
-6876541075223249434,53,48,50.5,17,9,13.8333333333333,0.272623165618449
7139033090525006982,7,3,3.9,4,1,2.9,0.857142857142857
2758652417439519167,60,8,32.3333333333333,30,8,18.7333333333333,0.764022124276208
3804056002627416258,52,24,42.6666666666667,10,6,8.33333333333333,0.235042735042735
-2624374660433661050,23,20,21.3333333333333,12,10,11,0.515182884748102
-7271319853104672050,34,34,34,5,5,5,0.147058823529412
-4789553784496542867,50,49,49.9,2,2,2,0.0400816326530612
6722812472380609861,17,17,17,5,5,5,0.294117647058824
-5723359257508971431,2,2,2,2,2,2,1
6249231293079432439,42,39,40.5,6,5,5.5,0.136446886446886
6873889408535437611,37,37,37,3,3,3,0.0810810810810811
-7861418408615064463,49,49,49,1,1,1,0.0204081632653061
9097600484609173263,32,4,25.2222222222222,10,3,5.44444444444444,0.364381720430108
5325709513723209074,33,33,33,1,1,1,0.0303030303030303
7374582448058474277,12,10,11,5,3,3.6,0.33030303030303
-8821057363449689578,27,27,27,8,8,8,0.296296296296296
-754365920636902161,16,12,14,12,11,11.75,0.859375
-3351972966080214640,33,32,32.6666666666667,8,7,7.66666666666667,0.234848484848485
-1246353335731124816,42,14,28,14,10,12,0.619047619047619
5852872145070807402,40,40,40,10,10,10,0.25
5439866249778803748,26,26,26,2,2,2,0.0769230769230769
-8260683887967679142,53,53,53,6,6,6,0.113207547169811
-3593469878585100,60,60,60,10,10,10,0.166666666666667
6261900729835972204,49,49,49,4,4,4,0.0816326530612245
-2999736920417270580,38,38,38,4,4,4,0.105263157894737
1778716977568795208,30,30,30,8,8,8,0.266666666666667
9146497636646056842,29,29,29,5,5,5,0.172413793103448
202462323314332621,58,58,58,12,12,12,0.206896551724138
